idwine,Type,Grapes,Harmonize,name
124700,Red,"['Syrah/Shiraz', 'Grenache', 'Mourvedre']","['Beef', 'Lamb', 'Game Meat']",Domaine de Saint Gens Cuvée de l'Ancien Oratoire Gigondas
124701,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Ponsot Clos de Vougeot Grand Cru Cuvée Vieilles Vignes
124702,Red,"['Syrah/Shiraz', 'Grenache', 'Mourvedre']","['Beef', 'Lamb', 'Game Meat']",Romain Duvernay Côtes-du-Rhône-Villages
124703,Rosé,['Grolleau'],['Beef'],Domaine des Nouelles Rosé d'Anjou
124704,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Régnard Chablis Grand Cru Les Clos
124705,Rosé,"['Grenache', 'Pinot Noir']","['Pasta', 'Vegetarian', 'Appetizer', 'Snack', 'Lean Fish']",Roche Mazet Les Accords Grenache - Pinot Noir Rosé
124706,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine de la Vougeraie Nuits-St-Georges Premier Cru Les Corvées Pagets
124707,Sparkling,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Champagne Beaumont des Crayeres Grand Rosé Brut Champagne
124708,Dessert,['Chenin Blanc'],"['Rich Fish', 'Vegetarian', 'Poultry', 'Soft Cheese']",Domaine Drost Les Clos Côteaux du Layon Saint-Aubin
124709,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Louis Jadot Chambolle-Musigny les Feusselottes
124710,Red,"['Syrah/Shiraz', 'Grenache', 'Carignan/Cari√±ena']","['Beef', 'Lamb', 'Game Meat']",La Cavale Petite Cavale Rouge
124711,White,"['Chardonnay', 'Aligoté']","['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Domaine Jaeger-Defaix Rabource Rully Premier Cru
124712,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Club des Sommeliers Bourgogne Hautes Côtes De Beaune
124713,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Camus-Bruchon & Fils Cuvée Reine Joly Savigny-les-Beaune
124714,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Berthaut-Gerbet Gevrey-Chambertin Clos des Chezeaux
124715,Red,"['Malbec', 'Merlot', 'Petit Verdot', 'Cabernet Sauvignon', 'Cabernet Franc']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Civrac-Lagrange Pessac-Léognan
124716,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Maison Henri Boillot Meursault 1er Cru 'Les Perrières'
124717,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Agnès Paquet Auxey-Duresses Patience
124718,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Jander Listrac-Médoc
124719,Red,['Merlot'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Tour de Pez L'Eclat de Tour de Pez Saint-Estèphe
124720,White,['Sauvignon Blanc'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Pascal Bouchard Saint-Bris Sauvignon Blanc
124721,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Bouard-Bonnefoy Vieilles Vignes Chassagne-Montrachet
124722,Sparkling,"['Chardonnay', 'Pinot Noir']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Bonnaire Assemblage Rosé Brut Champagne
124723,White,['Silvaner/Sylvaner'],"['Veal', 'Pork', 'Vegetarian', 'Poultry', 'Lean Fish']",Michel Frantz Sylvaner
124724,White,['Gew√ºrztraminer'],"['Pork', 'Rich Fish', 'Spicy Food', 'Poultry', 'Soft Cheese']",Domaine Zind Humbrecht Pinot Gris Alsace Rotenberg Wintzenheim
124725,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Domaine Fabien Coche (Domaine Coche-Bizouard) Meursault 'Le Limozin'
124726,Sparkling,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Dumangin J. Fils Le Vintage Extra Brut Champagne Premier Cru
124727,Red,"['Grenache', 'Cinsault', 'Syrah/Shiraz', 'Viognier', 'Roussanne', 'Carignan/Cari√±ena']","['Beef', 'Lamb', 'Game Meat']",Rhonéa Dom Venitia Beaumes de Venise Rouge
124728,Red,"['Merlot', 'Cabernet Sauvignon']","['Beef', 'Veal', 'Game Meat', 'Poultry']",Vieux Château Renaissance Merlot - Cabernet Bordeaux
124729,Red,['Grenache'],"['Lamb', 'Pork', 'Poultry']",Domaine de Cristia Alain Grangeon Cuvée Tradition Châteauneuf-du-Pape
124730,Sparkling,['Pinot Auxerrois'],"['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",Vignoble des 2 Lunes Comète (Blanc de Blancs Brut)
124731,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Maurice Gavignet Nuits-Saint-Georges
124732,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Domaine Michel Niellon Bâtard-Montrachet Grand Cru
124733,Sparkling,['Pinot Noir'],"['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",Simonnet-Febvre Crémant de Bourgogne Blanc de Noir Brut P100
124734,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Vegetarian', 'Poultry']",Sauvion Le Bois Chalard Chardonnay
124735,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Lignier-Michelot Morey-Saint-Denis Premier Cru 'Aux Charmes'
124736,Red,"['Grenache', 'Syrah/Shiraz']","['Beef', 'Lamb', 'Game Meat']",Domaine Rouge Garance Little Garance Rouge
124737,White,['Aligoté'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Cave d'Aze Bourgogne Aligoté
124738,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Pascal Bouchard Les Feuillettes Chablis-Fourchaume Premier Cru
124739,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Laurent Ponsot Cuvée des Pandorea Meursault
124740,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Marc Colin Saint-Aubin 1er Cru Sous Roche Dumay
124741,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Mommessin Chablis
124742,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Seigneurie de Posanges Bourgogne Blanc
124743,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Dupont-Tisserandot Gevrey-Chambertin 1er Cru 'Lavaux St Jacques'
124744,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Jean Chartron Bourgogne Pinot Noir  'Clos de la Combe'
124745,Red,['Negrette'],"['Beef', 'Pasta', 'Veal']",Chateau Ferran Classique Fronton
124746,Sparkling,"['Chardonnay', 'Pinot Noir']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Eric Legrand Cuvée Réserve Brut Champagne
124747,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Louis Jadot Chablis 1er Cru 'Montée de Tonnerre'
124748,Sparkling,"['Chardonnay', 'Pinot Noir']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Ètienne Doue Cuvée Sélection Brut Champagne
124749,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Pierre Guillemot Savigny-lès-Beaune Vieilles Vignes
124750,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Pierre Damoy Bourgogne Blanc 'Les Ravry'
124751,White,['Aligoté'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Matrot Bourgogne Aligoté
124752,Red,['Cabernet Franc'],"['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese']",Filliatreau Lena Filliatreau Saumur-Champigny
124753,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Paul Pernot Puligny - Montrachet 1er Cru Clos de la Garenne
124754,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",René Bouvier Gevrey-Chambertin 'La Justice'
124755,Red,['Pinot Noir'],"['Veal', 'Game Meat', 'Poultry', 'Mushrooms']",Paul Blanck Pinot Blanc Alsace
124756,Red,"['Syrah/Shiraz', 'Mourvedre']","['Beef', 'Lamb', 'Game Meat']",Gigondas La Cave Le Dit de la Clapassière Côtes-du-Rhône-Villages 'Seguret'
124757,White,"['Roussanne', 'Marsanne']","['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat']",Combier Clos des Grives Crozes-Hermitage Blanc
124758,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Jean-Michel Giboulot Savigny-lès-Beaune 1er Cru 'Aux Serpentières'
124759,Rosé,"['Cabernet Sauvignon', 'Cabernet Franc', 'Gamay Noir', 'Grolleau']","['Beef', 'Lamb', 'Pork', 'Game Meat', 'Spicy Food', 'Poultry', 'Soft Cheese']",Domaine de la Haute Coudraie Rosé d'Anjou
124760,Red,"['Merlot', 'Cabernet Sauvignon', 'Malbec']","['Beef', 'Veal', 'Game Meat', 'Poultry']",Les Jonqueyres Blaye - Côtes de Bordeaux
124761,Sparkling,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Doyard Mahé Carte d'Or Blanc de Blancs Brut Champagne Premier Cru
124762,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Veal', 'Game Meat', 'Poultry']",Château Malausanne Cuvée Tradition Bordeaux
124763,Red,"['Cabernet Franc', 'Merlot']","['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese']",Lauriers Le Carillon Red Medium Sweet
124764,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Louis Jadot Meursault 1er Cru 'Charmes'
124765,White,['Pinot Gris'],"['Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Louis Sipp Pinot Gris Nature's (Bio's)
124766,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Roux Père & Fils Puligny-Montrachet Les Enseignères
124767,White,['Pinot Gris'],"['Pork', 'Spicy Food', 'Mushrooms', 'Cured Meat']",Arthur Weysbeck Pinot Gris
124768,White,['Chardonnay'],"['Pasta', 'Vegetarian', 'Poultry', 'Lean Fish', 'Appetizer']",Sieur d'Arques Toques et Clochers Clocher de Villedieu Limoux
124769,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Domaine Joëlle Vrignaud Chablis 1er Cru 'Fourchaume'
124770,White,['Viognier'],"['Pork', 'Rich Fish', 'Spicy Food', 'Poultry']",Domaine Begude Le Paradis Viognier
124771,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Lupé-Cholet Volnay
124772,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Jean-Marie Calloux Bourgogne Hautes-Côtes de Beaune
124773,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Benjamin Leroux Gevrey-Chambertin Premier Cru 'Les Champeaux'
124774,Red,"['Petit Verdot', 'Cabernet Sauvignon', 'Cabernet Franc', 'Malbec', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Mauvesin Cuvée Spéciale du Marquis de Mauvesin
124775,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Domaine Françoise & Denis Clair Saint-Aubin 1er Cru 'Sous Roche Dumay'
124776,Sparkling,['Pinot Noir'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Michel Gonet Rosé Brut Champagne
124777,Red,"['Cabernet Sauvignon', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Spicy Food', 'Poultry']",Les Vignerons de Buzet Marquis de Hautevigne Cabernet - Merlot
124778,Red,['Cabernet Franc'],"['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese']",Domaine des Varinelles Laurigine Saumur Champigny
124779,Dessert,['Pinot Noir'],"['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Poultry']",Auguste Pirou Chateau-Chalon
124780,White,"['Chardonnay', 'Pinot Gris', 'Pinot Blanc', 'Aligoté']","['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Arnaud Ente Meursault 'La Sève du Clos'
124781,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Le Chevalier d'Istrac Listrac-Médoc
124782,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Louis Moreau Clos des Hospices Chablis Grand Cru 'Dans Les Clos'
124783,Red,['Syrah/Shiraz'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Domaine Michelas St Jemms Fleur de Syrahne Crozes-Hermitage
124784,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Louis Jadot Chambertin Clos de Beze Grand Cru
124785,Red,['Merlot'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Château le Cone Bordeaux Supérieur Merlot
124786,White,['Chenin Blanc'],"['Rich Fish', 'Vegetarian', 'Poultry', 'Soft Cheese']",Domaine des Aubuisieres - Bernard Fouquet Le Plan de Jean Vouvray
124787,White,['Riesling'],"['Pork', 'Rich Fish', 'Spicy Food', 'Vegetarian', 'Cured Meat']",Theo Cattin & Fils Riesling Alsace Grand Cru 'Hatschbourg'
124788,Red,['Merlot'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Les Vignerons de Tutiac Château La Bataille Côtes de Bourg
124789,White,"['Clairette', 'Ugni Blanc']","['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat']",Domaine de l'Olivette Bandol Blanc
124790,Red,"['Pinot Noir', 'Trousseau']","['Veal', 'Pork', 'Game Meat', 'Rich Fish', 'Poultry']",L'Aigle à Deux Têtes Côtes du Jura Pinot Noir - Trousseau
124791,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Patrick Piuze Les Preuses Chablis Grand Cru
124792,White,['Roussanne'],"['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat']",Domaine Philippe et Vincent Jaboulet Crozes-Hermitage Blanc
124793,Red,['Merlot'],"['Beef', 'Game Meat']",Triennes Merlot
124794,Red,"['Syrah/Shiraz', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Spicy Food', 'Maturated Cheese', 'Hard Cheese']",Domaine des Tours Réserve Merlot - Syrah
124795,White,['Chenin Blanc'],"['Rich Fish', 'Vegetarian', 'Poultry', 'Soft Cheese']",Domaine de Nerleux Saumur Champigny
124796,Red,['Cabernet Sauvignon'],"['Beef', 'Pasta', 'Veal']",Bellefontaine Cabernet Sauvignon
124797,Red,['Syrah/Shiraz'],"['Beef', 'Lamb', 'Game Meat', 'Poultry']",Domaine de la Côte Sainte-Epiné Vieilles Vignes Saint-Joseph Rouge
124798,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Justin Girardin Santenay 1er Cru 'Clos Rousseau'
124799,Red,['Gamay Noir'],"['Pasta', 'Veal', 'Pork', 'Poultry']",Cave du Château des Loges Le Perréon Beaujolais-Villages
124800,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Camille Giroud Corton-Charlemagne Grand Cru
124801,White,['Gros Manseng'],"['Pasta', 'Vegetarian', 'Poultry', 'Lean Fish', 'Appetizer']",L'Aurore en Gascogne La douceur des vignes
124802,White,['Silvaner/Sylvaner'],"['Pasta', 'Shellfish', 'Maturated Cheese', 'Hard Cheese', 'Lean Fish', 'Cured Meat']",Ruhlmann Cellier des Maymatten Sylvaner
124803,White,['Aligoté'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Ropiteau Freres Bourgogne Aligoté
124805,Red,['Mourvedre'],['Beef'],Moulin de la Roque Les Figuiers Rouge
124806,Sparkling,['Chardonnay'],"['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",Hubert Clavelin et Fils Tête de Cuvée Brut - Comté Crémant de Jura Chardonnay
124807,White,['Chardonnay'],"['Pasta', 'Vegetarian', 'Cured Meat']",Nicolas Maillet Mâcon-Villages
124808,White,['Viognier'],"['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat']",Dauvergne Ranvier Vin Rare Condrieu
124809,Sparkling,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Jean Laurent Blanc de Blancs Millésime Brut Champagne
124810,White,['Viognier'],"['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat']",Marie Paule Dumazet Cuvée Rouelle Midi Condrieu
124811,Sparkling,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Veuve Clicquot Vintage Reserve Brut Champagne
124812,Red,"['Cabernet Sauvignon', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Schröder & Schÿler Private Selection Pauillac
124813,Sparkling,"['Cabernet Franc', 'Grenache', 'Carignan/Cari√±ena']","['Shellfish', 'Poultry', 'Appetizer', 'Snack', 'Lean Fish']",Marquis de la Tour Brut Rosé
124814,White,"['Grenache Blanc', 'Clairette', 'Bourboulenc']","['Pork', 'Rich Fish', 'Maturated Cheese', 'Hard Cheese', 'Poultry', 'Cured Meat']",Le Prince de Courthezon Côtes-du-Rhône Blanc
124815,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Xavier Monnot Volnay 1er Cru 'Clos des Chênes
124816,Red,"['Syrah/Shiraz', 'Grenache']","['Beef', 'Lamb', 'Game Meat']",Saint Laurent Châteauneuf-du-Pape Rouge
124817,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Brouard Lalande-de-Pomerol
124818,Red,['Pinot Nero'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Philippe Charlopin-Parizot Échezeaux Grand Cru
124819,Red,['Gamay Noir'],"['Pasta', 'Veal', 'Pork', 'Poultry']",Louis Tête Le Pot Beaujolais Nouveau
124820,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Joillot Pommard 1er Cru 'Les Charmots'
124821,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Guy & Yvan Dufouleur Les Dames Huguette Bourgogne Hautes-Côtes de Nuits Rouge
124822,Red,"['Syrah/Shiraz', 'Grenache', 'Mourvedre']","['Beef', 'Lamb', 'Game Meat']",Rhonéa Les Hauts de Castellas Vieilles Vignes Vacqueyras
124823,Red,"['Merlot', 'Cabernet Sauvignon', 'Cabernet Franc']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Les Graves de Lavaud Lalande de Pomerol
124824,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château Font-Brun Fronsac
124825,White,['Riesling'],"['Pork', 'Rich Fish', 'Spicy Food', 'Vegetarian', 'Cured Meat']",Cave Kientzheim Kaysersberg - Anne Boecklin Lieu-dit Patergarten Riesling
124826,Red,['Mondeuse Noire'],"['Beef', 'Lamb', 'Poultry']",Domaine Gilles Berlioz La Deuse
124827,Rosé,"['Syrah/Shiraz', 'Grenache', 'Roussanne', 'Grenache Blanc']","['Pasta', 'Vegetarian', 'Appetizer', 'Snack', 'Lean Fish']",Domaine Montrose 1701 Rosé
124828,Dessert,['Muscat Blanc'],"['Spicy Food', 'Sweet Dessert']",Gérard Bertrand Muscat De Rivesaltes Vin Doux Naturel
124829,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Joseph Drouhin Volnay Premier Cru Clos des Chênes
124830,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Chantal Remy Clos des Rosiers Monopole Morey-Saint-Denis
124831,White,['Chardonnay'],"['Pasta', 'Vegetarian', 'Cured Meat']",Verget Viré-Clessé
124832,White,['Chenin Blanc'],"['Rich Fish', 'Vegetarian', 'Poultry', 'Soft Cheese']",Domaine Dutertre Clos du Pavillon Touraine-Amboise
124833,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Pierre Bourée Fils Gevrey-Chambertin 1er Cru 'Les Cazetiers'
124834,Red,['Cabernet Franc'],"['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese']",Expert Club Chinon
124835,White,['Chardonnay'],"['Pasta', 'Vegetarian', 'Cured Meat']",Cave de Lugny Chardonnay Mâcon-Villages Eugene Blanc
124836,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Joseph Drouhin Corton-Charlemagne Grand Cru
124837,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Château de Cary Potet Montagny 1er Cru 'Les Bassets'
124838,Red,"['Cabernet Franc', 'Merlot']","['Beef', 'Veal', 'Game Meat', 'Poultry']",Château Domi-Cours Bordeaux Supérieur
124839,White,['Sauvignon Blanc'],"['Pork', 'Shellfish', 'Spicy Food', 'Vegetarian', 'Goat Cheese']",Guy Saget Pouilly-Fumé Les Genièvres
124840,Sparkling,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Gallimard Père & Fils Cuvée Grande Reserve Brut Champagne
124841,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Domaine Drouhin-Laroze Chambolle-Musigny
124842,Red,['Petit Verdot'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Les Mains Sales Petit Verdot
124843,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Jean Marc Pillot Chassagne-Montrachet Premier Cru 'Les Vergers Clos Saint Marc'
124844,Red,['Gamay Noir'],"['Pasta', 'Veal', 'Pork', 'Poultry']",Laurent Perrachon Vieilles Vignes Fleurie
124845,Red,"['Grenache', 'Marselan']","['Beef', 'Maturated Cheese', 'Hard Cheese']",Saint-Damien Le Dix de Saint Damien
124846,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Domaine Gérard Patrice Chablis
124847,Sparkling,"['Chardonnay', 'Pinot Noir', 'Pinot Meunier']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Aspasie Carte Blanche Brut Champagne
124848,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Anne et Sebastien Bidault Cuvée Vieilles Vignes Gevrey-Chambertin
124849,Sparkling,"['Chardonnay', 'Pinot Noir']","['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Simart Moreau Sélection Brut Champagne Grand Cru 'Chouilly'
124850,Red,"['Cabernet Sauvignon', 'Merlot']","['Beef', 'Veal', 'Game Meat', 'Poultry']",Château la Roseraie de Galtus Blaye - Côtes de Bordeaux
124851,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Karel de Graaf Meursault 'Les Narvaux'
124852,White,['Chardonnay'],"['Pasta', 'Rich Fish', 'Shellfish', 'Soft Cheese', 'Cured Meat']",Seguin-Manuel Vieilles Vignes Meursault
124853,White,['Chardonnay'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Domaine de la Motte Chablis Grand Cru 'Les Clos'
124854,Red,"['Cabernet Sauvignon', 'Cabernet Franc', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",André Lurton Château Labarde Haut-Médoc
124855,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Ardhuy Corton Clos du Roi Grand Cru
124856,White,['Melon de Bourgogne'],"['Shellfish', 'Appetizer', 'Snack', 'Lean Fish']",Terroirs de la Noëlle Domaine de Bégrolles Muscadet Sevre-et-Maine Sur Lie
124857,White,['Riesling'],"['Pork', 'Rich Fish', 'Spicy Food', 'Vegetarian', 'Cured Meat']",Albert Mann Riesling Rosenberg
124858,Red,"['Cabernet Sauvignon', 'Merlot']","['Beef', 'Lamb', 'Game Meat', 'Poultry']",Château le Bernat Puisseguin-Saint-Émilion
124859,Red,['Cabernet Franc'],"['Beef', 'Pork', 'Game Meat', 'Poultry', 'Soft Cheese']",Paul Buisse Saumur Champigny
124860,Red,['Pinot Noir'],"['Beef', 'Veal', 'Game Meat', 'Poultry']",Jacques Cacheux Les Raviolles Vosne-Romanée
124861,Sparkling,['Pinot Noir'],"['Pork', 'Rich Fish', 'Shellfish', 'Soft Cheese']",Ruppert-Leroy Papillon Pinot Noir Brut Nature Champagne
